,List Iterations,Duration since innit,Total Malus,Swap Class Random,Swap Class Capacity,Swap Student Gaphour,Swap Student Doublehour
885,93,891.96,75,0,0,0,0
886,94,899.59,75,0,0,0,0
887,95,907.01,75,0,0,0,0
888,96,914.55,75,0,0,0,0
889,97,921.98,75,0,0,0,0
890,98,929.4,75,0,0,0,0
891,99,936.86,74,0,0,1,0
892,100,944.3,74,0,0,0,0
893,101,951.69,74,0,0,0,0
894,102,959.19,74,0,0,0,0
895,103,966.62,74,0,0,0,0
896,104,974.02,74,0,0,0,0
897,105,981.49,74,0,0,0,0
898,106,989.0,74,0,0,0,0
899,107,996.37,74,0,0,0,0
900,108,1004.0,74,0,0,0,0
901,109,1011.94,74,0,0,0,0
902,110,1019.97,74,0,0,0,0
903,111,1027.48,74,0,0,0,0
904,112,1035.08,74,0,0,0,0
905,113,1042.6,74,0,0,0,0
906,114,1050.03,74,0,0,0,0
907,115,1058.0,74,0,0,0,0
908,116,1067.48,74,0,0,0,0
909,117,1076.62,74,0,0,0,0
910,118,1085.95,74,0,0,0,0
911,119,1093.73,74,0,0,0,0
912,120,1101.6,74,0,0,0,0
913,121,1109.56,74,0,0,0,0
914,122,1117.07,74,0,0,0,0
915,123,1124.56,74,0,0,0,0
916,124,1132.04,74,0,0,0,0
917,125,1139.6,74,0,0,0,0
918,126,1147.02,74,0,0,0,0
919,127,1154.51,74,0,0,0,0
920,128,1161.92,74,0,0,0,0
921,129,1169.32,74,0,0,0,0
922,0,0.0,1440,0,0,0,0
923,1,91.78,201,1239,1228,257,274
924,2,112.14,176,7,12,25,17
925,3,132.44,164,2,4,12,10
926,4,145.6,152,8,8,12,5
927,5,158.21,147,3,2,5,4
928,6,169.59,142,0,5,4,5
929,7,180.24,133,3,9,2,4
930,8,190.98,126,7,6,1,3
931,9,202.19,121,3,1,5,2
932,10,214.73,117,2,0,4,2
933,11,226.3,115,2,2,1,2
934,12,237.19,110,2,0,3,5
935,13,247.86,107,0,0,3,0
936,14,258.49,106,1,1,1,0
937,15,269.53,103,0,3,0,3
938,16,280.34,101,0,0,1,2
939,17,290.44,97,1,1,4,2
940,18,300.17,96,0,1,0,1
941,19,309.94,95,1,0,1,0
942,20,320.4,93,1,0,2,0
943,21,330.61,91,0,2,1,1
944,22,340.13,90,1,1,0,1
945,23,349.6,89,0,0,1,1
946,24,359.18,87,2,0,0,1
947,25,369.27,86,0,1,1,0
948,26,378.98,85,0,0,0,1
949,27,389.2,85,0,0,0,0
950,28,398.61,84,1,0,1,0
951,29,408.02,81,0,0,3,0
952,30,416.85,81,0,0,0,0
953,31,425.92,80,0,1,0,0
954,32,435.03,79,0,0,1,0
955,33,444.64,78,1,0,0,1
956,34,454.38,78,0,0,0,0
957,35,463.61,77,0,0,1,0
958,36,473.07,77,0,0,0,0
959,37,482.16,76,0,0,1,0
960,38,490.9,75,0,0,0,1
961,39,500.38,75,0,0,0,0
962,40,509.24,75,0,0,0,0
963,41,518.38,75,0,0,0,0
964,42,527.63,74,0,0,1,1
965,43,536.88,73,0,0,1,0
966,44,545.93,73,0,0,0,0
967,45,554.73,73,0,0,0,0
968,46,563.96,73,0,0,0,0
969,47,573.09,73,0,0,0,0
970,48,581.76,73,0,0,0,0
971,49,590.61,73,0,0,0,0
972,50,599.75,73,0,0,0,0
973,51,608.98,73,0,0,0,0
974,52,618.23,73,0,0,0,0
975,53,627.21,73,0,0,0,0
976,54,635.91,73,0,0,0,0
977,55,644.74,73,0,0,0,0
978,56,653.82,73,0,0,0,0
979,57,662.81,73,0,0,0,0
980,58,672.05,73,0,0,0,0
981,59,680.5,73,0,0,0,0
982,60,689.32,73,0,0,0,0
983,61,697.85,73,0,0,0,0
984,62,706.4,73,0,0,0,0
985,63,714.95,73,0,0,0,0
986,64,723.37,73,0,0,0,0
987,65,731.89,73,0,0,0,0
988,66,740.62,73,0,0,0,0
989,67,749.2,73,0,0,0,0
990,68,757.53,73,0,0,0,0
991,69,765.99,73,0,0,0,0
992,70,774.65,73,0,0,0,0
993,71,782.98,73,0,0,0,0
994,72,791.28,73,0,0,0,0
995,73,799.85,73,0,0,0,0
996,0,0.0,1261,0,0,0,0
997,1,92.57,199,1048,1062,121,130
998,2,110.64,176,23,12,11,12
999,3,128.71,157,5,19,12,10
1000,4,145.18,144,2,9,11,13
1001,5,160.09,137,6,6,7,5
1002,6,173.21,130,5,7,5,2
1003,7,185.99,125,1,1,5,2
1004,8,198.36,123,0,1,0,2
1005,9,210.81,118,0,5,1,2
1006,10,222.81,113,1,3,5,5
1007,11,234.67,110,1,3,2,3
1008,12,246.33,109,0,0,1,1
1009,13,257.73,107,2,1,1,1
1010,14,269.06,104,0,0,3,1
1011,15,280.34,103,0,1,1,1
1012,16,291.34,100,1,0,1,3
1013,17,302.06,99,0,1,1,0
1014,18,312.74,96,1,1,1,3
1015,19,323.21,94,0,2,1,2
1016,20,334.25,92,0,0,0,2
1017,21,344.56,92,0,0,0,0
1018,22,354.77,91,0,0,1,0
1019,23,365.09,90,0,0,0,1
1020,24,375.39,90,0,0,0,0
1021,25,385.76,90,0,0,0,0
1022,26,396.3,89,1,0,0,0
1023,27,407.7,88,0,0,1,0
1024,28,418.75,88,0,0,0,0
1025,29,429.84,88,0,0,0,0
1026,30,440.75,88,0,0,0,0
1027,31,451.69,88,0,0,0,0
1028,32,462.47,88,0,0,0,0
1029,33,473.23,88,0,0,0,0
1030,34,484.48,87,0,1,0,0
1031,35,495.7,87,0,0,0,0
1032,36,506.97,87,0,0,0,0
1033,37,518.65,86,0,1,0,0
1034,38,528.82,86,0,0,0,0
1035,39,539.65,86,0,0,0,0
1036,40,551.39,86,0,0,0,0
1037,41,562.0,86,0,0,0,0
1038,42,572.14,86,0,0,0,0
1039,43,582.62,86,0,0,0,0
1040,44,592.71,86,0,0,0,0
1041,45,603.42,86,0,0,0,0
1042,46,614.46,80,0,6,0,0
1043,47,624.19,80,0,0,0,0
1044,48,634.02,80,0,0,0,0
1045,49,643.66,80,0,0,0,0
1046,50,654.06,79,1,0,0,0
1047,51,664.25,79,0,0,0,0
1048,52,674.46,79,0,0,0,0
1049,53,685.33,79,0,0,0,0
1050,54,695.69,79,0,0,0,0
1051,55,705.53,79,0,0,0,0
1052,56,715.78,79,0,0,0,0
1053,57,725.35,79,0,0,0,0
1054,58,734.94,78,0,0,0,1
1055,59,744.67,77,0,1,0,0
1056,60,754.16,77,0,0,0,0
1057,61,763.62,77,0,0,0,0
1058,62,773.48,77,0,0,0,0
1059,63,783.8,77,0,0,0,0
1060,64,793.64,77,0,0,0,0
1061,65,803.44,77,0,0,0,0
1062,66,813.08,76,1,0,0,0
1063,67,823.16,76,0,0,0,0
1064,68,833.05,76,0,0,0,0
1065,69,842.83,76,0,0,0,0
1066,70,852.26,76,0,0,0,0
1067,71,861.6,76,0,0,0,0
1068,72,871.09,76,0,0,0,0
1069,73,880.61,76,0,0,0,0
1070,74,890.01,76,0,0,0,0
1071,75,899.45,75,0,0,0,1
1072,76,908.82,75,0,0,0,0
1073,77,918.13,75,0,0,0,0
1074,78,927.61,75,0,0,0,0
1075,79,936.94,75,0,0,0,0
1076,80,946.25,75,0,0,0,0
1077,81,955.52,75,0,0,0,0
1078,82,964.84,75,0,0,0,0
1079,83,974.1,75,0,0,0,0
1080,84,983.41,75,0,0,0,0
1081,85,992.6,75,0,0,0,0
1082,86,1002.19,75,0,0,0,0
1083,87,1012.17,75,0,0,0,0
1084,88,1021.41,75,0,0,0,0
1085,89,1030.74,75,0,0,0,0
1086,90,1040.03,75,0,0,0,0
1087,91,1049.45,75,0,0,0,0
1088,92,1058.81,75,0,0,0,0
1089,93,1068.09,75,0,0,0,0
1090,94,1077.43,75,0,0,0,0
1091,95,1086.69,75,0,0,0,0
1092,96,1096.03,75,0,0,0,0
1093,97,1105.41,75,0,0,0,0
1094,98,1114.69,75,0,0,0,0
1095,99,1123.9,75,0,0,0,0
1096,100,1133.25,74,1,0,0,0
1097,101,1142.68,74,0,0,0,0
1098,102,1152.04,74,0,0,0,0
1099,103,1161.54,74,0,0,0,0
